Received: from (127.0.0.1) by mail161.atl21.rsgsv.net id he7uqc2ddl43 for <lagosdiego97@gmail.com>; Wed, 31 Jan 2018 17:28:55 +0000 (envelope-from 
Received: from (127.0.0.1) by mail216.wdc02.mcdlv.net id h4575i2ddl4j for <lagosdiego97@gmail.com>; Wed, 13 Jun 2018 17:03:11 +0000 (envelope-from 
Received: from (127.0.0.1) by mail36.atl231.mcsv.net id h83pu22ddl4c for <lagosdiego97@gmail.com>; Sat, 7 Jul 2018 17:08:26 +0000 (envelope-from 
Received: from (127.0.0.1) by mail99.atl51.rsgsv.net id h94d2k2ddl4k for <lagosdiego97@gmail.com>; Fri, 13 Jul 2018 21:30:02 +0000 (envelope-from 
Received: from (127.0.0.1) by mail6.suw111.mcdlv.net id h984d62ddl4c for <lagosdiego97@gmail.com>; Sat, 14 Jul 2018 14:27:33 +0000 (envelope-from 
Received: from (127.0.0.1) by mail231.atl81.rsgsv.net id h9ucsq2ddl4v for <lagosdiego97@gmail.com>; Wed, 18 Jul 2018 19:46:20 +0000 (envelope-from 
Received: from localhost (localhost [127.0.0.1]) by mail86.suw111.mcdlv.net (MailChimp) with ESMTP id 41byL81XlqzMqJjy for <lagosdiego97@gmail.com>; Thu, 26 Jul 2018 16:32:16 +0000 
Received: from (127.0.0.1) by mail177.atl101.mcdlv.net id hc7jaq2ddl4a for <lagosdiego97@gmail.com>; Wed, 1 Aug 2018 16:57:08 +0000 (envelope-from 
Received: from (127.0.0.1) by mail43.atl91.mcsv.net id hdcaeu2ddl4p for <lagosdiego97@gmail.com>; Wed, 8 Aug 2018 16:04:31 +0000 (envelope-from 
Received: from (127.0.0.1) by mail35.atl111.rsgsv.net id heh2ss2ddl4v for <lagosdiego97@gmail.com>; Wed, 15 Aug 2018 15:13:47 +0000 (envelope-from 
Received: from (127.0.0.1) by mail221.suw101.mcdlv.net id hh079u2ddl43 for <lagosdiego97@gmail.com>; Thu, 30 Aug 2018 14:56:31 +0000 (envelope-from 
Received: from (127.0.0.1) by mail228.suw101.mcdlv.net id hj9g0k2ddl4s for <lagosdiego97@gmail.com>; Thu, 13 Sep 2018 13:00:47 +0000 (envelope-from 
Received: from (127.0.0.1) by mail34.sea61.rsgsv.net id hnclpo2ddl4d for <lagosdiego97@gmail.com>; Mon, 8 Oct 2018 10:00:44 +0000 (envelope-from 
Received: from (127.0.0.1) by mail34.sea61.rsgsv.net id hncu4m2ddl4l for <lagosdiego97@gmail.com>; Mon, 8 Oct 2018 11:12:40 +0000 (envelope-from 
Received: from localhost (localhost [127.0.0.1]) by mail162.suw14.mcdlv.net (MailChimp) with ESMTP id 42WB6M4ZcRz1FPs7 for <lagosdiego97@gmail.com>; Thu, 11 Oct 2018 13:05:47 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail35.suw111.mcdlv.net (MailChimp) with ESMTP id 42hVKZ2BX9z61WPPB for <lagosdiego97@gmail.com>; Fri, 26 Oct 2018 16:47:46 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail66.suw151.rsgsv.net (MailChimp) with ESMTP id 42hZpw6NPkzDRKhpl for <lagosdiego97@gmail.com>; Fri, 26 Oct 2018 20:10:00 +0000 
Received: from (127.0.0.1) by mail79.atl71.mcdlv.net id hr6jp22ddl4n for <lagosdiego97@gmail.com>; Wed, 31 Oct 2018 13:00:37 +0000 (envelope-from 
Received: from localhost (localhost [127.0.0.1]) by mail172.sea22.mcdlv.net (MailChimp) with ESMTP id 42lY2X0rwbz8XWB4r for <lagosdiego97@gmail.com>; Wed, 31 Oct 2018 16:00:20 +0000 
Received: from (127.0.0.1) by mail24.us4.mcsv.net id hsc4om2ddl4o for <lagosdiego97@gmail.com>; Wed, 7 Nov 2018 15:49:08 +0000 (envelope-from 
Received: from (127.0.0.1) by mail87.atl111.rsgsv.net id hv0t3o2ddl4r for <lagosdiego97@gmail.com>; Fri, 23 Nov 2018 17:13:15 +0000 (envelope-from 
Received: from (127.0.0.1) by mail182.atl21.rsgsv.net id h05fkc2ddl4g for <lagosdiego97@gmail.com>; Fri, 30 Nov 2018 16:01:35 +0000 (envelope-from 
Received: from localhost (localhost [127.0.0.1]) by mail152.sea81.mcsv.net (MailChimp) with ESMTP id 43FM8v2MdYzP0WlsL for <lagosdiego97@gmail.com>; Wed, 12 Dec 2018 16:05:19 +0000 
Received: from (127.0.0.1) by mail104.us4.mcsv.net id h2fca82ddl41 for <lagosdiego97@gmail.com>; Fri, 14 Dec 2018 16:20:16 +0000 (envelope-from 
Received: from (127.0.0.1) by mail240.sea101.rsgsv.net id h390ie2ddl4k for <lagosdiego97@gmail.com>; Wed, 19 Dec 2018 13:01:10 +0000 (envelope-from 
Received: from (127.0.0.1) by mail199.sea101.rsgsv.net id h48t3s2ddl4c for <lagosdiego97@gmail.com>; Tue, 25 Dec 2018 14:00:47 +0000 (envelope-from 
Received: from (127.0.0.1) by mail42.suw13.rsgsv.net id h4p4b82ddl4o for <lagosdiego97@gmail.com>; Fri, 28 Dec 2018 16:00:49 +0000 (envelope-from 
Received: from localhost (localhost [127.0.0.1]) by mail239.atl221.rsgsv.net (MailChimp) with ESMTP id 43fnVR38SBz35vg7Q for <lagosdiego97@gmail.com>; Wed, 16 Jan 2019 13:04:47 +0000 
Received: from (127.0.0.1) by mail66.atl91.mcsv.net id hcrqm22ddl4r for <lagosdiego97@gmail.com>; Fri, 15 Feb 2019 17:21:04 +0000 (envelope-from 
Received: from (127.0.0.1) by mail66.atl91.mcsv.net id hdmbb02ddl4p for <lagosdiego97@gmail.com>; Wed, 20 Feb 2019 18:03:28 +0000 (envelope-from 
Received: from localhost (localhost [127.0.0.1]) by mail36.atl231.mcsv.net (MailChimp) with ESMTP id 449vM94lFYz1KpJ for <lagosdiego97@gmail.com>; Fri, 1 Mar 2019 16:02:29 +0000 
Received: from (127.0.0.1) by mail66.atl91.mcsv.net id hga8t42ddl49 for <lagosdiego97@gmail.com>; Fri, 8 Mar 2019 16:01:13 +0000 (envelope-from 
Received: from (127.0.0.1) by mail66.atl91.mcsv.net id hm327g2ddl42 for <lagosdiego97@gmail.com>; Fri, 12 Apr 2019 17:00:30 +0000 (envelope-from 
Received: from localhost (localhost [127.0.0.1]) by mail36.atl231.mcsv.net (MailChimp) with ESMTP id 44hGdd5SSxz16vr for <lagosdiego97@gmail.com>; Sat, 13 Apr 2019 14:01:25 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail36.atl231.mcsv.net (Mailchimp) with ESMTP id 44rTMh5390znYY for <lagosdiego97@gmail.com>; Fri, 26 Apr 2019 22:32:48 +0000 
Received: from (127.0.0.1) by mail66.atl91.mcsv.net id hphrks2ddl4p for <lagosdiego97@gmail.com>; Fri, 3 May 2019 17:13:35 +0000 (envelope-from 
Received: from localhost (localhost [127.0.0.1]) by mail36.atl231.mcsv.net (Mailchimp) with ESMTP id 4511Kq4Lbwz1Qq6 for <lagosdiego97@gmail.com>; Fri, 10 May 2019 20:00:47 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail36.atl231.mcsv.net (Mailchimp) with ESMTP id 455K0S2yHHz1NbK for <lagosdiego97@gmail.com>; Fri, 17 May 2019 20:00:40 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail36.atl231.mcsv.net (Mailchimp) with ESMTP id 458NsV4lSVz1KmK for <lagosdiego97@gmail.com>; Wed, 22 May 2019 20:05:18 +0000 
Received: from (127.0.0.1) by mail66.atl91.mcsv.net id ht17jk2ddl4u for <lagosdiego97@gmail.com>; Fri, 24 May 2019 20:08:08 +0000 (envelope-from 
Received: from (127.0.0.1) by mail66.atl91.mcsv.net id htdgeo2ddl4k for <lagosdiego97@gmail.com>; Mon, 27 May 2019 03:59:52 +0000 (envelope-from 
Received: from localhost (localhost [127.0.0.1]) by mail36.atl231.mcsv.net (Mailchimp) with ESMTP id 45DdFZ6Rwgz130W for <lagosdiego97@gmail.com>; Wed, 29 May 2019 17:37:22 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail36.atl231.mcsv.net (Mailchimp) with ESMTP id 45Fl300GwlzggX for <lagosdiego97@gmail.com>; Fri, 31 May 2019 13:02:04 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail36.atl231.mcsv.net (Mailchimp) with ESMTP id 45QY441KlSz16Vm for <lagosdiego97@gmail.com>; Fri, 14 Jun 2019 21:03:32 +0000 
Received: from (127.0.0.1) by mail66.atl91.mcsv.net id h1k7hc2ddl4d for <lagosdiego97@gmail.com>; Fri, 21 Jun 2019 17:04:12 +0000 (envelope-from 
Received: from localhost (localhost [127.0.0.1]) by mail36.atl231.mcsv.net (Mailchimp) with ESMTP id 45b32c17vxz2LTv for <lagosdiego97@gmail.com>; Fri, 28 Jun 2019 17:01:44 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail36.atl231.mcsv.net (Mailchimp) with ESMTP id 45gLj11R4PznrS for <lagosdiego97@gmail.com>; Fri, 5 Jul 2019 17:01:25 +0000 
Received: from (127.0.0.1) by mail66.atl91.mcsv.net id h67s2k2ddl49 for <lagosdiego97@gmail.com>; Fri, 19 Jul 2019 17:00:15 +0000 (envelope-from 
Received: from localhost (localhost [127.0.0.1]) by mail36.atl231.mcsv.net (Mailchimp) with ESMTP id 45zKXp5Z2gz2MDb for <lagosdiego97@gmail.com>; Wed, 31 Jul 2019 17:04:42 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail36.atl231.mcsv.net (Mailchimp) with ESMTP id 463d723mZRzp1v for <lagosdiego97@gmail.com>; Wed, 7 Aug 2019 17:00:46 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail66.atl91.mcsv.net (Mailchimp) with ESMTP id 464sJL2qslzGlswCY for <lagosdiego97@gmail.com>; Fri, 9 Aug 2019 17:13:06 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail66.atl91.mcsv.net (Mailchimp) with ESMTP id 4683RN3bvLzGlxnT3 for <lagosdiego97@gmail.com>; Wed, 14 Aug 2019 22:00:16 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail66.atl91.mcsv.net (Mailchimp) with ESMTP id 46KrNd6WPMzGltGw3 for <lagosdiego97@gmail.com>; Fri, 30 Aug 2019 20:16:49 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail36.atl231.mcsv.net (Mailchimp) with ESMTP id 46Nxqw5TWwz2d8c for <lagosdiego97@gmail.com>; Wed, 4 Sep 2019 21:32:44 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail66.atl91.mcsv.net (Mailchimp) with ESMTP id 46Q8zd3JbNzGlyJQy for <lagosdiego97@gmail.com>; Fri, 6 Sep 2019 20:58:37 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail66.atl91.mcsv.net (Mailchimp) with ESMTP id 46VMMV4xTSzGltp7b for <lagosdiego97@gmail.com>; Fri, 13 Sep 2019 17:00:22 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail36.atl231.mcsv.net (Mailchimp) with ESMTP id 46dr7R6bRSz1D0C for <lagosdiego97@gmail.com>; Wed, 25 Sep 2019 21:00:51 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail36.atl231.mcsv.net (Mailchimp) with ESMTP id 46g2jw2gn0z1Cyw for <lagosdiego97@gmail.com>; Fri, 27 Sep 2019 20:01:24 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail36.atl231.mcsv.net (Mailchimp) with ESMTP id 46k7p85QR6z3LFT for <lagosdiego97@gmail.com>; Wed, 2 Oct 2019 21:00:48 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail36.atl231.mcsv.net (Mailchimp) with ESMTP id 46mlZk6L7Qzbdd for <lagosdiego97@gmail.com>; Mon, 7 Oct 2019 02:59:58 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail66.atl91.mcsv.net (Mailchimp) with ESMTP id 46mzpC2w28zGltNqD for <lagosdiego97@gmail.com>; Mon, 7 Oct 2019 12:10:43 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail66.atl91.mcsv.net (Mailchimp) with ESMTP id 46pJpp3w58zGlttQ6 for <lagosdiego97@gmail.com>; Wed, 9 Oct 2019 16:00:50 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail36.atl231.mcsv.net (Mailchimp) with ESMTP id 46qXjM32k8zhnp for <lagosdiego97@gmail.com>; Fri, 11 Oct 2019 16:00:23 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail36.atl231.mcsv.net (Mailchimp) with ESMTP id 4770Mt4tpKz3Y5V for <lagosdiego97@gmail.com>; Tue, 5 Nov 2019 19:38:50 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail66.atl91.mcsv.net (Mailchimp) with ESMTP id 47F38t2GGBzGlyCJm for <lagosdiego97@gmail.com>; Fri, 15 Nov 2019 16:05:18 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail66.atl91.mcsv.net (Mailchimp) with ESMTP id 47Fc7Y4Qx8zGltptX for <lagosdiego97@gmail.com>; Sat, 16 Nov 2019 13:51:05 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail36.atl231.mcsv.net (Mailchimp) with ESMTP id 47J8M51CSZz5ZcW for <lagosdiego97@gmail.com>; Wed, 20 Nov 2019 17:09:53 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail66.atl91.mcsv.net (Mailchimp) with ESMTP id 47KN9h4WfxzGm0FSt for <lagosdiego97@gmail.com>; Fri, 22 Nov 2019 17:06:00 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail36.atl231.mcsv.net (Mailchimp) with ESMTP id 47QDDt6zzhzkVS for <lagosdiego97@gmail.com>; Sat, 30 Nov 2019 14:25:34 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail36.atl231.mcsv.net (Mailchimp) with ESMTP id 47Y8T23YkKz31TT for <lagosdiego97@gmail.com>; Wed, 11 Dec 2019 21:00:06 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail66.atl91.mcsv.net (Mailchimp) with ESMTP id 47ZKjV5XpQzGlvGKG for <lagosdiego97@gmail.com>; Fri, 13 Dec 2019 18:59:58 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail36.atl231.mcsv.net (Mailchimp) with ESMTP id 47ZqjG5YdLz1Mwb for <lagosdiego97@gmail.com>; Sat, 14 Dec 2019 14:31:30 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail36.atl231.mcsv.net (Mailchimp) with ESMTP id 47fbJL6Cjnz317S for <lagosdiego97@gmail.com>; Fri, 20 Dec 2019 17:26:26 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail66.atl91.mcsv.net (Mailchimp) with ESMTP id 47qDjq6tndzGlvdJW for <lagosdiego97@gmail.com>; Fri, 3 Jan 2020 18:59:59 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail36.atl231.mcsv.net (Mailchimp) with ESMTP id 47vSQQ5bLRz5kb1 for <lagosdiego97@gmail.com>; Fri, 10 Jan 2020 16:01:18 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail239.atl81.rsgsv.net (Mailchimp) with ESMTP id 488MPT2Ff8z6CSCdy for <lagosdiego97@gmail.com>; Fri, 31 Jan 2020 16:00:13 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail189.sea22.mcdlv.net (Mailchimp) with ESMTP id 48CXTw600XzDRKv2P for <lagosdiego97@gmail.com>; Wed, 5 Feb 2020 20:00:04 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail195.sea81.mcsv.net (Mailchimp) with ESMTP id 48Ddn44kptzGlvSYc for <lagosdiego97@gmail.com>; Fri, 7 Feb 2020 15:02:00 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail236.sea101.rsgsv.net (Mailchimp) with ESMTP id 48Jywc09xgzB5qMP8 for <lagosdiego97@gmail.com>; Fri, 14 Feb 2020 16:08:32 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail5.suw131.mcsv.net (Mailchimp) with ESMTP id 48N7ql6sGRzLfL9fp for <lagosdiego97@gmail.com>; Wed, 19 Feb 2020 20:00:19 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail195.sea81.mcsv.net (Mailchimp) with ESMTP id 48SJrQ6FSTzGlv83j for <lagosdiego97@gmail.com>; Wed, 26 Feb 2020 15:00:22 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail184.atl121.mcsv.net (Mailchimp) with ESMTP id 48TYJs0FhnzBsX51n for <lagosdiego97@gmail.com>; Fri, 28 Feb 2020 15:25:49 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail236.sea101.rsgsv.net (Mailchimp) with ESMTP id 48YslD54d4zB5qgwS for <lagosdiego97@gmail.com>; Fri, 6 Mar 2020 16:00:08 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail49.sea21.rsgsv.net (Mailchimp) with ESMTP id 48fBkj2q1vz7lmjWP for <lagosdiego97@gmail.com>; Fri, 13 Mar 2020 16:59:41 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail195.sea81.mcsv.net (Mailchimp) with ESMTP id 48j9c96SGyzGlwp44 for <lagosdiego97@gmail.com>; Wed, 18 Mar 2020 13:19:21 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail195.sea81.mcsv.net (Mailchimp) with ESMTP id 48kRmH0mWWzGlwp4C for <lagosdiego97@gmail.com>; Fri, 20 Mar 2020 15:00:47 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail184.atl121.mcsv.net (Mailchimp) with ESMTP id 48nhqk07PNzBsXkT1 for <lagosdiego97@gmail.com>; Wed, 25 Mar 2020 22:00:02 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail189.sea22.mcdlv.net (Mailchimp) with ESMTP id 48pvSN12FdzDRL9Ml for <lagosdiego97@gmail.com>; Fri, 27 Mar 2020 21:02:28 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail236.sea101.rsgsv.net (Mailchimp) with ESMTP id 48sz9G5b56zB5qGfs for <lagosdiego97@gmail.com>; Wed, 1 Apr 2020 21:00:02 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail189.sea22.mcdlv.net (Mailchimp) with ESMTP id 48yJ8q4XqmzDRJ9P8 for <lagosdiego97@gmail.com>; Wed, 8 Apr 2020 21:59:39 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail195.sea81.mcsv.net (Mailchimp) with ESMTP id 492byx4xHlzGltj0F for <lagosdiego97@gmail.com>; Wed, 15 Apr 2020 22:06:01 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail49.sea21.rsgsv.net (Mailchimp) with ESMTP id 493qrY48S0z7lmwWM for <lagosdiego97@gmail.com>; Fri, 17 Apr 2020 22:04:45 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail5.suw131.mcsv.net (Mailchimp) with ESMTP id 496xk84GCgzLfHWMX for <lagosdiego97@gmail.com>; Wed, 22 Apr 2020 23:40:00 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail5.suw131.mcsv.net (Mailchimp) with ESMTP id 49CCH5634hzLfL2NW for <lagosdiego97@gmail.com>; Wed, 29 Apr 2020 22:04:49 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail236.sea101.rsgsv.net (Mailchimp) with ESMTP id 49Cxn65HtBzB5r9Lg for <lagosdiego97@gmail.com>; Fri, 1 May 2020 02:59:54 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail5.suw131.mcsv.net (Mailchimp) with ESMTP id 49HKkT2HR9zLfPdW8 for <lagosdiego97@gmail.com>; Wed, 6 May 2020 15:09:21 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail49.sea21.rsgsv.net (Mailchimp) with ESMTP id 49Mpwq4VZZz7lnfZH for <lagosdiego97@gmail.com>; Wed, 13 May 2020 22:18:51 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail195.sea81.mcsv.net (Mailchimp) with ESMTP id 49P2qf3bKwzGlyDVy for <lagosdiego97@gmail.com>; Fri, 15 May 2020 22:18:38 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail195.sea81.mcsv.net (Mailchimp) with ESMTP id 49S69c0NglzGlyPGh for <lagosdiego97@gmail.com>; Wed, 20 May 2020 21:59:48 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail5.suw131.mcsv.net (Mailchimp) with ESMTP id 49TL523LbxzLfJ4lP for <lagosdiego97@gmail.com>; Fri, 22 May 2020 22:00:06 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail195.sea81.mcsv.net (Mailchimp) with ESMTP id 49W3kk01N1zGltHlF for <lagosdiego97@gmail.com>; Mon, 25 May 2020 17:20:14 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail195.sea81.mcsv.net (Mailchimp) with ESMTP id 49XNSt30pVzGm06Q8 for <lagosdiego97@gmail.com>; Wed, 27 May 2020 20:57:50 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail5.suw131.mcsv.net (Mailchimp) with ESMTP id 49kCCZ5DG5zLfHyDf for <lagosdiego97@gmail.com>; Fri, 12 Jun 2020 20:35:22 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail195.sea81.mcsv.net (Mailchimp) with ESMTP id 49nK893ytrzGlt74P for <lagosdiego97@gmail.com>; Wed, 17 Jun 2020 22:13:13 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail189.sea22.mcdlv.net (Mailchimp) with ESMTP id 49pQKq2sqBzDRJlKj for <lagosdiego97@gmail.com>; Fri, 19 Jun 2020 17:10:23 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail49.sea21.rsgsv.net (Mailchimp) with ESMTP id 49sbtg16jbz7lnD5D for <lagosdiego97@gmail.com>; Wed, 24 Jun 2020 21:31:23 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail184.atl121.mcsv.net (Mailchimp) with ESMTP id 49trkk0VkwzBsWLbx for <lagosdiego97@gmail.com>; Fri, 26 Jun 2020 22:13:50 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail49.sea21.rsgsv.net (Mailchimp) with ESMTP id 49yXbc3JB8z7lnc9F for <lagosdiego97@gmail.com>; Thu, 2 Jul 2020 22:20:28 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail184.atl121.mcsv.net (Mailchimp) with ESMTP id 49z8y84pwGzBsVcc2 for <lagosdiego97@gmail.com>; Fri, 3 Jul 2020 22:38:40 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail184.atl121.mcsv.net (Mailchimp) with ESMTP id 4B1b1B3YWwzBsWfNB for <lagosdiego97@gmail.com>; Tue, 7 Jul 2020 21:19:42 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail5.suw131.mcsv.net (Mailchimp) with ESMTP id 4B2Ctd6n2zzLfJHfb for <lagosdiego97@gmail.com>; Wed, 8 Jul 2020 22:01:13 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail184.atl121.mcsv.net (Mailchimp) with ESMTP id 4B3RvT3v5BzBsWNZK for <lagosdiego97@gmail.com>; Fri, 10 Jul 2020 22:06:13 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail195.sea81.mcsv.net (Mailchimp) with ESMTP id 4B6Wn56YqVzGm0kfN for <lagosdiego97@gmail.com>; Wed, 15 Jul 2020 22:11:21 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail195.sea81.mcsv.net (Mailchimp) with ESMTP id 4B7lf86YkmzGltKJD for <lagosdiego97@gmail.com>; Fri, 17 Jul 2020 22:09:36 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail236.sea101.rsgsv.net (Mailchimp) with ESMTP id 4BBqGf1m1SzB6BlxF for <lagosdiego97@gmail.com>; Wed, 22 Jul 2020 22:03:22 +0000 
Received: from localhost (localhost [127.0.0.1]) by mail236.sea101.rsgsv.net (Mailchimp) with ESMTP id 4BD3RH1Ks7zB5xtSH for <lagosdiego97@gmail.com>; Fri, 24 Jul 2020 22:15:07 +0000 
